1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	-0.240709533260932
37	-0.236839805764646
38	-0.383897772618141
39	-0.468266154031798
40	-0.528380082138087
41	-0.584878103583867
42	-0.158925131175440
43	-0.232970078268359
44	-0.696076595638443
45	-0.328947642170875
46	-0.265995913900644
47	-0.115064058553554
48	0.0214124921461176
49	0.0435989297914924
50	0.0435989297914924
51	0.0312158018033762
52	0.0412770932937206
53	0.286118496881333
54	0.179047714156129
55	-0.0459207662892642
56	-0.115064058553554
57	-0.117901858717497
58	-0.151701639849039
59	-0.301081443200306
60	-0.504125628830718
61	-0.557532029276777
62	-0.513670956654891
63	-0.134932820698465
64	-0.0139310189866307
65	-0.0479846209539502
66	0.143446221190295
67	0.267543804899158
68	0.183949368984758
69	0.102938912398524
70	-0.0490165482862933
71	-0.0441148934576639
72	-0.545406883121747
73	-0.521672554477857
74	-0.526574209306487
75	-0.381833917953455
76	-0.215169331785442
77	-0.185239278150187
78	-0.132610984200693
79	0.189366987479559
80	-0.0562400396126944
81	-0.148863839685096
82	-0.131837038701436
83	-0.0567560032788659
84	-0.0562400396126944
85	-0.0939095482405223
86	-0.253866606748305
87	-0.259026243410021
88	-0.138028602695494
89	0.0113512006557732
90	0.0319897473026335
91	-0.132610984200693
92	-0.224198695943444
93	-0.300049515867963
94	-0.102938912398524
95	0.0116091824888589
96	-0.232196132769102
97	-0.291794097209219
98	-0.355777752811794
99	-0.466976244866370
100	-0.348038297819221
101	-0.297211715704020
102	-0.224714659609615
103	-0.228068423439730
104	-0.232196132769102
105	-0.127963150207842
106	-0.0410191114606349
107	-0.0820423839185776
108	-0.0817844020854918
109	-0.168212477166527
110	-0.271155550562359
111	0.0180587283160028
112	0.0343115838004053
113	0.0183167101490885
114	-0.221618877612586
115	-0.303661261531164
116	-0.270123623230016
117	-0.193752678642017
118	-0.172856150162071
119	-0.0856541295817782
120	0.0343115838004053
121	0.0526282939494938
122	-0.164858713336412
123	-0.224714659609615
124	-0.309078880025965
